airport_id,ident,name,city,tower_frequency,is_closed,num_runway_water,num_helipad,longest_runway_length,longest_runway_width,num_runways,rating,altitude,lonx,laty
29274,18PA,Slack,Forest Grove,None,0,0,0,1788,92,1,3,275,-75.06491852,40.29375076
29275,KXLL,Allentown-Queen City Mun,Allentown,None,0,0,0,3932,75,2,3,390,-75.48830414,40.57039642
29276,1PA3,Ridgeview,Kellers Church,None,0,0,0,1973,107,1,3,520,-75.20445251,40.4521637
29277,1PA8,Haycock Mt Brigade,Kintnersville,None,0,0,0,1667,82,1,3,523,-75.24002075,40.52129364
29278,1PN0,Bentley,Pottstown,None,0,0,0,1017,82,1,2,700,-75.71435547,40.20273209
29279,1PS9,Wicker & Wings Aerodrome,Trumbauersville,None,0,0,0,1953,82,1,3,590,-75.37010956,40.40287781
29280,23PA,Cedar Acres Private Group,Revere,None,0,0,0,1836,87,1,1,500,-75.14767456,40.49884796
29281,29PA,Gardner,Breinigsville,None,0,0,0,2574,73,1,2,500,-75.64348602,40.55657959
29282,2NJ1,Jugtown Mountain,Pattenburg,None,0,0,0,1494,86,1,2,600,-75.03058624,40.6333313
29283,2NJ5,Hartung,Phillipsburg,None,0,0,0,1762,99,1,2,350,-75.18624115,40.65203857
29284,2NJ6,Markle,Phillipsburg,None,0,0,0,2050,60,1,2,320,-75.15971375,40.77383041
29285,2PA0,Zettlemoyer,Kutztown,None,0,0,0,1591,88,1,2,546,-75.69043732,40.5576973
29286,30PA,Kings,Schwenksville,None,0,0,0,936,82,1,2,278,-75.43712616,40.26632309
29287,3PA1,Navarro,Sellersville,None,0,0,0,1534,79,1,2,531,-75.33654022,40.37247467
29288,3PA9,Moyer,Line Lexington,None,0,0,0,1818,46,1,3,330,-75.24830627,40.29632568
29289,43PA,Kolb,Spring City,None,0,0,0,3192,69,1,2,253,-75.54620361,40.16007233
29290,4NJ0,Windward Farms,Rosemont,None,0,0,0,2897,82,1,1,425,-75.01741028,40.44829559
29291,4PA8,Russo Airstrip,Pipersville,None,0,0,0,1347,91,1,0,400,-75.14940643,40.4326973
29292,56PA,Hoge Farm,Tinicum,None,0,0,0,3295,98,2,1,430,-75.0811615,40.46974182
29293,57PN,Ransome,Solebury,None,0,0,0,1306,95,1,1,371,-75.0098877,40.39585114
29294,59PA,Erkes,Upper Black Eddy,None,0,0,0,1401,71,1,1,340,-75.08947754,40.53824997
29295,5PN7,Jarrett,Ivyland,None,0,0,0,1431,52,2,2,210,-75.0746994,40.23112869
29296,5PS4,Hansen,Sassamansville,None,0,0,0,2377,121,1,1,302,-75.58052826,40.34027481
29297,61PN,A G A Farms,Perkasie,None,0,0,0,1863,49,1,3,450,-75.23235321,40.42556763
29298,69N,Slatington,Slatington,None,0,0,0,2521,43,1,3,380,-75.60483551,40.76350784
29299,70NJ,Parker,Asbury,None,0,0,0,1181,21,1,1,307,-75.02452087,40.67767334
29300,7N8,Butter Valley Golf Port,Bally,None,0,0,0,1472,18,1,3,500,-75.56324005,40.39745331
29301,92NJ,Flying D Farm,Kingwood Township,None,0,0,0,2174,27,1,1,530,-75.00124359,40.46861267
29302,9N1,Vansant,Erwinna,None,0,0,0,2955,100,1,1,390,-75.10073853,40.48342133
29303,9PA3,Meadow Strip,Richlandtown,None,0,0,0,559,82,1,1,499,-75.30967712,40.47505188
29304,9PA5,Solt Field,Leighton,None,0,0,0,522,82,1,1,520,-75.71743011,40.78065491
29305,KABE,Lehigh Valley Intl,Allentown,120.500Mhz,0,0,0,7600,152,2,4,384,-75.44047546,40.65218735
29306,KDYL,Doylestown,Doylestown,None,0,0,0,2976,56,1,3,393,-75.12232208,40.33305359
29307,KNXX,Willow Grove NAS Jrb,Willow Grove,119.600Mhz,1,0,0,8009,185,1,3,335,-75.14819336,40.19992447
29308,KPNE,Northeast Philadelphia,Philadelphia,126.900Mhz,0,0,0,6998,147,2,4,113,-75.01051331,40.0815506
29309,KPTW,Heritage Field,Pottstown,None,0,0,0,3367,70,1,3,305,-75.55673218,40.23957062
29310,KUKT,Quakertown,Quakertown,None,0,0,0,3206,66,1,3,515,-75.38195801,40.43514252
29311,N10,Perkiomen Valley,Collegeville,None,0,0,0,2877,36,1,3,258,-75.43024445,40.20406342
29312,N31,Kutztown,Kutztown,None,0,0,0,2490,43,2,3,474,-75.7845993,40.50343704
29313,N43,Braden,Easton,None,0,0,0,1953,46,1,3,390,-75.24295044,40.7421608
29314,N47,Pottstown Muni,Pottstown,None,0,0,0,2702,73,1,3,249,-75.6708374,40.26042557
29315,N62,New Hanover,New Hanover,None,0,0,0,1914,82,1,0,272,-75.59059906,40.30035019
29316,KLOM,Wings Field,Philadelphia,None,0,0,0,3700,71,1,3,290,-75.26513672,40.13757324
29317,KCKZ,Pennridge,Perkasie,None,0,0,0,4233,96,1,3,546,-75.29044342,40.38921356
29318,NJ61,Malone,Frenchtown,None,0,0,0,2293,73,1,1,480,-75.0246048,40.54206467
29319,NJ63,Eagles Lair,Frenchtown,None,0,0,0,3209,54,1,1,460,-75.0490036,40.4687233
29320,NJ95,Herr Brothers,Milford,None,0,0,0,1719,82,1,1,330,-75.07206726,40.55677032
29321,O03,Morgantown,Morgantown,None,0,0,0,2553,102,1,1,600,-75.86901855,40.15759659
29322,P91,Flying M,Germansville,None,0,0,0,1879,100,1,1,730,-75.70558929,40.73749924
29323,PA25,Cuatros Vientos,Quaker City,None,0,0,0,1462,77,1,1,500,-75.87290955,40.65918732
29324,PA35,Bally Spring Farm,Bally,None,0,0,0,2023,40,1,3,660,-75.62502289,40.43140793
29325,PA36,Stefanik,Bedminster,None,0,0,0,2011,110,1,1,520,-75.20448303,40.45215607
29326,PA61,Kunda,Collegeville,None,0,0,0,1301,89,1,3,252,-75.45227814,40.1651268
29327,PA70,Fetters Construction,Downingtown,None,0,0,0,1791,82,1,2,500,-75.70924377,40.08857346
29328,PA77,Erwinna Private,Erwinna,None,0,0,0,2504,84,1,1,350,-75.07656097,40.5112114
29329,PS03,Elephant Path,Perkasie,None,0,0,0,2596,31,1,3,370,-75.23262787,40.40761566
29330,PS46,Graystrip,Dublin,None,0,0,0,1059,43,1,2,642,-75.18074036,40.36186218
29331,PS54,Edmonds,Perkasie,None,0,0,0,1898,45,1,2,530,-75.28129578,40.32870483
29332,PS99,West Penn Township,Tamaqua,None,0,0,0,1968,95,1,1,1200,-75.93263245,40.74622726
29333,0P2,Shoestring Aviation Airfield,Stewartstown,None,0,0,0,1572,110,2,2,994,-76.64646149,39.79526138
29334,0W3,Harford Co,Churchville,None,0,0,0,2063,116,3,3,401,-76.20250702,39.56721115
29335,14PS,Hideaway,Quarryville,None,0,0,0,1128,39,1,3,635,-76.11994934,39.88234329
29336,4MD6,Moxley's,Dublin,None,0,0,0,1391,61,1,0,410,-76.26230621,39.62443161
29337,4MD9,St John,Owings Mills,None,0,0,0,2507,88,1,0,461,-76.76037598,39.48019791
29338,4PS7,Cohen,Oxford,None,0,0,0,1329,58,1,3,378,-75.94236755,39.73454285
29339,73PA,Gilbert,York,None,0,0,0,2321,82,1,0,530,-76.77160645,39.92892838
29340,79PA,Little Britain,Quarryville,None,0,0,0,1980,70,1,1,461,-76.1416626,39.79066086
29341,84PN,Draco,Stewartstown,None,0,0,0,421,17,1,0,625,-76.53621674,39.75285721
29342,8N7,McGinness,Columbia,None,0,0,0,1743,44,2,1,325,-76.48790741,40.02526093
29343,9W8,Baublitz Commercial,Brogue,None,0,0,0,2492,99,1,1,750,-76.48513031,39.85277176
29344,KTHV,York,York,None,0,0,0,5171,92,1,3,478,-76.87303162,39.91701126
29345,MD31,Forest Hill,Forest Hill,None,0,0,0,3261,40,1,3,488,-76.37401581,39.57940292
29346,MD48,Albrecht Airstrip,Long Green,None,0,0,0,1952,54,1,1,325,-76.50050354,39.47365952
29347,PA73,D.Evans Farm,East Prospect,None,0,0,0,1418,77,1,0,525,-76.53586578,39.97908783
29348,0P8,Lazy B Ranch,Dover,None,0,0,0,2179,58,1,3,460,-76.81552124,40.02418518
29349,S37,Smoketown,Smoketown,None,0,0,0,2751,48,1,3,351,-76.2019043,40.04161072
29350,W42,Fallston,Fallston,None,0,0,0,2201,48,1,3,460,-76.41133118,39.50132751
29351,16MD,High Valley,North East,None,0,0,0,1798,82,1,3,363,-75.96063232,39.66709137
29352,KSUH,Susquehanna Trails Airport,Susquehanna Trails,None,0,0,0,1772,40,1,0,466,-76.35076904,39.75568008
29353,MD88,Links,Jarrettsville,None,0,0,0,900,39,1,0,450,-76.45249176,39.67974854
29354,00N,Bucks,Bridgeton,None,0,0,0,1930,171,1,3,103,-75.18439484,39.4730835
29355,04NJ,Emmanuel,Elmer,None,0,0,0,2968,82,1,3,155,-75.23217773,39.59618378
29356,17N,Cross Keys,Cross Keys,None,0,0,0,3492,38,1,3,149,-75.03299713,39.70549011
29357,1C4,Raintree,Elkton,None,0,0,0,2989,58,1,3,64,-75.86975861,39.57420349
29358,1DE5,Mckeown,Middletown,None,0,0,0,2077,82,1,2,60,-75.73066711,39.49438477
29359,1PA6,Whittle,Kennett Square,None,0,0,0,1419,57,1,3,345,-75.72267151,39.82740021
29360,23NJ,Alliance,Pittsgrove,None,0,0,0,1207,82,1,2,110,-75.09442902,39.51244354
29361,25N,Rudys,Vineland,None,0,0,0,2171,86,1,3,80,-75.0636673,39.55535126
29362,28NJ,Layton's Airfield,Woodstown,None,0,0,0,2068,94,1,2,149,-75.2069397,39.63337708
29363,29N,Kroelinger,Vineland,None,0,0,0,2086,52,1,3,80,-75.04615021,39.52399063
29364,3PA8,Harris,Lincoln University,None,0,0,0,1114,82,1,2,575,-75.92558289,39.82100677
29365,KMQS,Chester Co Carlson,Coatesville,None,0,0,0,5364,100,1,3,649,-75.86549377,39.9789772
29366,58M,Cecil Co,Elkton,None,0,0,0,2969,69,1,3,82,-75.86978149,39.57421875
29367,61NJ,Thomas Browne Airpark,Glassboro,None,0,0,0,1964,52,1,2,145,-75.14305878,39.69123077
29368,7N7,Spitfire Aerodrome,Pedricktown,None,0,0,0,2419,60,1,3,38,-75.39768982,39.73558426
29369,7NJ2,Stoe Creek Farm,Canton,None,0,0,0,1712,52,1,1,15,-75.40704346,39.47994614
29370,C01,Southern Cross,Williamstown,None,0,0,0,2063,82,1,3,145,-75.01513672,39.6557579
29371,DE33,Okolona Plantation,Middletown,None,0,0,0,749,22,1,1,50,-75.69721222,39.48107147
29372,DE34,Townsend A,Townsend,None,0,0,0,3335,80,1,1,65,-75.66387939,39.41319656
29373,JY08,Var-Sky,Woodstown,None,0,0,0,1153,34,1,1,135,-75.28560638,39.65063858
29374,JY17,Woodcrest Farms Airstrip,Shiloh,None,0,0,0,2119,48,1,1,90,-75.27610016,39.46994019
29375,JY31,Wide Sky Airpark,Bridgeton,None,0,0,0,2851,105,1,1,100,-75.31415558,39.4453125
29376,KEVY,Summit,Middletown,None,0,0,0,4451,61,2,3,67,-75.72400665,39.5211525
29377,KILG,New Castle,Wilmington,126.000Mhz,0,0,0,7258,136,3,4,73,-75.60707092,39.67840958
29378,KPHL,Philadelphia Intl,Philadelphia,118.500Mhz,0,0,0,10497,200,4,4,15,-75.23742676,39.87394714
29379,MD03,Woodstock,Chesapeake City,None,0,0,0,3277,71,1,1,76,-75.81143188,39.48840332
29380,MD93,Hexton Farms,Cecilton,None,0,0,0,3425,66,1,1,65,-75.90589142,39.37703705
29381,N57,New Garden,Toughkenamon,None,0,0,0,3693,59,1,3,433,-75.76972961,39.83054352
29382,KOQN,Brandywine,West Chester,None,0,0,0,3344,50,1,3,458,-75.58190918,39.99012375
29383,NJ02,Alloway Airfield,Alloway,None,0,0,0,1997,97,1,0,130,-75.30519104,39.54315948
29384,NJ06,B J Farms,Shiloh,None,0,0,0,1511,82,1,1,105,-75.27386475,39.4574585
29385,NJ25,Peaslees Airstrip,Clarksboro,None,0,0,0,2181,82,1,3,99,-75.22842407,39.78967285
29386,NJ64,Reeder,Glassboro,None,0,0,0,966,82,1,2,144,-75.0827179,39.70672226
29387,NJ74,Salem Airfield,Salem,None,0,0,0,2140,43,1,1,15,-75.44952393,39.56289291
29388,JY39,Rainbow'S End,Carneys Point,None,0,0,0,2257,103,1,0,11,-75.4655838,39.66031265
29389,DE29,Scotty's Place,Smyrna,None,0,0,0,2746,78,1,1,40,-75.64350891,39.37254715
29789,7VA9,Bachman Farm,Goochland Court House,None,0,0,0,2428,175,1,0,3049,-79.59967804,38.39905167
29790,01VA,Oehda,Berryville,None,0,0,0,1437,167,1,2,500,-77.92528534,39.12488937
29791,15VA,Fox Acres,Warrenton,None,0,0,0,1689,67,1,3,450,-77.90090179,38.72223663
29792,2VG2,Upperville,Upperville,None,0,0,0,5094,86,1,3,539,-77.86990356,38.97165298
29793,3VA0,Ayres-Aicp,Warrenton,None,0,0,0,1457,47,1,2,530,-77.91025543,38.77702713
29794,3VA7,White Post,White Post,None,0,0,0,1854,38,1,3,610,-78.09207153,39.06221008
29795,48VA,Al's Field,Gore,None,0,0,0,1335,58,1,0,1120,-78.3513031,39.29152679
29796,4VA4,Hepner,Woodstock,None,0,0,0,1668,35,1,2,1150,-78.54043579,38.93490219
29797,61VA,High View Farm,Berryville,None,0,0,0,2047,69,1,1,565,-78.01171875,39.23567581
29798,67VA,Karmy's,Woodstock,None,0,0,0,1664,43,1,1,877,-78.51939392,38.83749008
29799,9VA4,Franwood Farms Inc.,New Market,None,0,0,0,1485,114,1,1,990,-78.62947083,38.6908493
29800,9VG9,Jucapa Farms,Winchester,None,0,0,0,1408,122,1,0,1160,-78.30622101,39.37144852
29801,KFRR,Front Royal-Warren Co,Front Royal,None,0,0,0,2969,70,1,3,698,-78.25335693,38.91749191
29802,KOKV,Winchester Regl,Winchester,None,0,0,0,5493,98,1,3,713,-78.14447784,39.14354706
29803,VA17,Mulberry Run,Strasburg,None,0,0,0,2214,82,1,1,820,-78.3924408,39.03594208
29804,VA32,Longs,Edinburg,None,0,0,0,2638,69,1,1,870,-78.57194519,38.80348206
29805,VA46,Timber Ridge Arpk,Gore,None,0,0,0,2236,46,1,0,1024,-78.36199188,39.29630661
29806,VA58,River Bend,Maurertown,None,0,0,0,3307,233,1,1,606,-78.44506073,38.90691757
29807,VA93,Ayers,Columbia Furnace,None,0,0,0,2112,79,1,1,1340,-78.65527344,38.90437317
29808,VA97,Harris,Rectortown,None,0,0,0,1615,73,1,0,554,-77.88253021,38.91036224
29809,VG55,Woodstock,Woodstock,None,0,0,0,2909,102,1,0,965,-78.55820465,38.88096237
29810,WV06,Lost Mountain,Romney,None,0,0,0,2152,36,1,1,1960,-78.73819733,39.28631973
29811,38WV,River'S  Edge Farm,Shawnee Land,None,0,0,0,1541,55,1,1,810,-78.42531586,39.32490921
29812,14VA,Krens Farm,Hillsboro,None,0,0,0,1922,58,1,3,790,-77.74980927,39.23429489
29813,2VA9,Airlie,Warrenton,None,0,0,0,3242,32,1,3,522,-77.787323,38.75779724
29814,3MD0,Burhans Memorial,Frederick,None,0,0,0,2632,33,1,3,490,-77.33590698,39.3478775
29815,3VA1,The Meadows,Warrenton,None,0,0,0,3236,43,1,3,584,-77.787323,38.75778961
29816,KCGS,College Park,College Park,None,0,0,0,2597,60,1,3,43,-76.92228699,38.98057175
29817,KDAA,Davison Aaf,Ft Belvoir,126.300Mhz,0,0,0,5408,75,1,4,59,-77.18088531,38.71490097
29818,KDCA,Ronald Reagan Washington National Airport,Washington,119.100Mhz,0,0,0,7170,146,3,4,12,-77.03772736,38.85139084
29819,KGAI,Montgomery Co,Gaithersburg,None,0,0,0,4204,73,1,3,516,-77.16603088,39.16835022
29820,KHEF,Manassas Regl/Davis,Manassas,133.100Mhz,0,0,0,6191,90,2,4,183,-77.51564789,38.7212677
29821,KIAD,Washington Dulles Intl,Washington,120.100Mhz,0,0,0,11492,149,4,4,291,-77.46087646,38.94774246
29822,KJYO,Leesburg Executive,Leesburg,None,0,0,0,5494,96,1,3,383,-77.55748749,39.07795715
29823,KVKX,Potomac,Friendly,None,0,0,0,2664,37,1,3,113,-76.95593262,38.74863815
29824,MD46,Glenair,Dayton,None,0,0,0,2447,79,1,0,590,-77.00540161,39.26938248
29825,MD47,Barnes,Lisbon,None,0,0,0,2464,47,2,1,780,-77.09656525,39.33031845
29826,MD75,Stolcrest,Urbana,None,0,0,0,662,59,1,1,530,-77.30351257,39.34182358
29827,VA61,Scott Airpark,Lovettsville,None,0,0,0,3342,47,1,1,529,-77.6536026,39.26521301
29828,VA62,The Grass Patch,Lovettsville,None,0,0,0,2017,63,1,1,530,-77.65389252,39.25796509
29829,VA79,Hickory Tree Farm,Middleburg,None,0,0,0,2712,82,1,1,544,-77.74681091,38.95267868
29830,VA87,Valley View,Nokesville,None,0,0,0,2040,56,1,1,237,-77.55168152,38.69210815
29831,W32,Washington Executive/Hyde,Clinton,None,0,0,0,2953,59,1,3,238,-76.93288422,38.74820709
29832,WV21,Needwood Farm,Harpers Ferry,None,0,0,0,2448,71,1,1,440,-77.7960434,39.33005905
29833,02VA,The Greenhouse,Culpeper,None,0,0,0,2806,50,1,3,320,-77.85725403,38.43538284
29834,3VA5,Thornton River,Washington,None,0,0,0,1876,35,1,3,395,-78.08325958,38.63282394
29835,4VA9,Pleasantdale Field,Rixeyville,None,0,0,0,1742,82,1,0,420,-77.91994476,38.56917191
29836,87VA,Cottonwood Farm,Crozet,None,0,0,0,1055,42,1,1,690,-78.69546509,38.08135605
29837,88VA,Belmont Farm,Culpeper,None,0,0,0,2014,38,1,0,305,-77.99504852,38.37268066
29838,8VA1,Grand Pre Farm,Brightwood,None,0,0,0,1395,53,1,1,500,-78.19369507,38.44962311
29839,8W2,New Market,New Market,None,0,0,0,2944,61,1,3,963,-78.70842743,38.65598679
29840,90VA,Hen & Bacon,Orange,None,0,0,0,1536,51,1,1,430,-78.21208954,38.21807861
29841,KCHO,Charlottesville-Albemarle,Charlottesville,124.500Mhz,0,0,0,6809,150,1,4,629,-78.45236969,38.13965225
29842,KCJR,Culpeper Regl,Culpeper,None,0,0,0,4959,88,1,3,315,-77.85961914,38.52550125
29843,KGVE,Gordonsville Mun,Gordonsville,None,0,0,0,2291,33,1,3,448,-78.16575623,38.1559639
29844,KLKU,Louisa Co/Freeman,Louisa,None,0,0,0,4293,98,1,3,481,-77.97008514,38.00981903
29845,KOMH,Orange Co,Orange,None,0,0,0,3163,65,1,3,454,-78.04560089,38.24717712
29846,VA30,Berryvale,Culpeper,None,0,0,0,2506,101,1,0,470,-77.95713043,38.52612686
29847,VA45,Lous,Gordonsville,None,0,0,0,1651,52,1,0,467,-78.16338348,38.12824249
29848,VG12,Simpsonville,Rhoadesville,None,0,0,0,1892,60,1,1,400,-77.86740112,38.31731033
29849,KLUA,Luray Caverns,Luray,None,0,0,0,3102,74,1,3,902,-78.50083923,38.66667557
29850,KXAA,Washington Airport,Washington,None,0,0,0,2806,101,1,1,665,-78.22857666,38.59083939
29851,03VA,Whipoorwill Springs,Nokesville,None,0,0,0,1990,29,1,3,242,-77.57978821,38.664711
29852,VG57,Whitman,Manassas,None,0,0,0,1912,105,1,1,225,-77.58507538,38.60529709
29853,11VG,Devil's Reach Landing,Oak Grove,None,0,0,0,1575,131,1,3,28,-77.0012207,38.20960236
29854,1VA9,Flying T Farm,Stafford,None,0,0,0,1842,12,1,3,255,-77.47113037,38.43260574
29855,20VA,Woodford Airpark,Bowling Green,None,0,0,0,2470,105,1,3,245,-77.48587799,38.08259201
29856,29VA,Rhynalds Ranch,Remington,None,0,0,0,1976,82,1,2,285,-77.7386322,38.52848434
29857,2W5,Maryland,Indian Head,None,0,0,0,3732,73,1,3,165,-77.07245636,38.59706116
29858,3VA2,Aviacres,Warrenton,None,0,0,0,1933,41,1,2,435,-77.78634644,38.62397385
29859,3VA3,Flying Circus Aerodrome,Warrenton,None,0,0,0,2218,61,1,3,315,-77.71588898,38.55163956
29860,53VA,Horse Feathers,Midland,None,0,0,0,2275,54,1,0,390,-77.75731659,38.63459396
29861,58VA,Walnut Hill,Calverton,None,0,0,0,2490,92,1,0,285,-77.64641571,38.59459686
29862,5MD8,Edelen Field,La Plata,None,0,0,0,1188,82,1,1,151,-77.01119232,38.49142456
29863,5VA5,Chimney View,Fredericksburg,None,0,0,0,1252,39,1,0,25,-77.31602478,38.4037323
29864,7VG0,Warrenton Air Park,Warrenton,None,0,0,0,1927,66,1,1,442,-77.78781891,38.65346146
29865,8MD6,Burgess Field,Riverside,None,0,0,0,2106,53,1,0,35,-77.14689636,38.39714432
29866,KAPH,A P Hill AAF (Fort A P Hill),Fort A. P. Hill,None,0,0,0,3137,110,2,1,213,-77.31796265,38.06900787
29867,KEZF,Shannon,Fredericksburg,None,0,0,0,2823,93,2,3,84,-77.4495697,38.2672081
29868,KNDY,Dahlgren Nswc,Dahlgren,None,0,0,0,4032,134,1,3,18,-77.03704834,38.33292007
29869,KNYG,Quantico MCAF /Turner field,Quantico,118.600Mhz,0,0,0,4210,187,1,4,10,-77.30501556,38.50362396
29870,KRMN,Stafford Regl,Stafford,None,0,0,0,4960,87,1,3,191,-77.45544434,38.39811707
29871,MD05,Finagin Airfield,Welcome,None,0,0,0,2263,106,1,0,185,-77.12316132,38.512043
29872,MD06,Pilots Cove,Tompkinsville,None,0,0,0,1750,64,1,0,20,-76.88048553,38.33675766
29873,MD39,Buds Ferry,Indian Head,None,0,0,0,2266,82,1,0,50,-77.25143433,38.51919174
29874,70MD,Parks Airpark,Nanjemoy,None,0,0,0,2250,63,2,1,84,-77.23537445,38.45769501
29875,MD55,Holly Springs Farm,Nanjemoy,None,0,0,0,2086,43,1,1,90,-77.18551636,38.39735031
29876,MD97,Lanseair Farms,La Plata,None,0,0,0,2818,25,1,3,40,-77.04667664,38.46195221
29877,VA42,Dogwood Airpark,Fredericksburg,None,0,0,0,4078,42,1,3,180,-77.45043945,38.35922623
29878,VA57,Powhatan,King George,None,0,0,0,4614,38,1,3,60,-77.21829224,38.24811554
29879,KHWY,Warrenton-Fauquier,Warrenton,None,0,0,0,5011,94,1,3,324,-77.71062469,38.58628464
29880,05MD,Breezecroft,Chestertown,None,0,0,0,2685,55,1,3,20,-76.19866943,39.24423218
29881,0MD4,Pond View Pvt,Chestertown,None,0,0,0,1386,88,1,2,47,-76.18714905,39.26890182
29882,1MD3,Krastel Farms,Kennedyville,None,0,0,0,1329,126,1,2,59,-75.98808289,39.30908585
29883,3MD4,Fairview,Annapolis,None,0,0,0,1537,36,1,3,150,-76.63883972,38.97744751
29884,3W3,Kentmorr,Stevensville,None,0,0,0,2598,38,1,3,10,-76.35890961,38.91797256
29885,4MD7,Wood,Easton,None,0,0,0,512,36,1,1,70,-75.98677826,38.95756531
29886,7MD8,Kent Fort Manor,Stevensville,None,0,0,0,2270,50,1,1,10,-76.36216736,38.85687637
29887,7MD9,Tilghman Whipp,Tilghman,None,0,0,0,1927,86,1,1,5,-76.31718445,38.73530197
29888,KADW,Joint Base Andrews,Camp Springs,118.400Mhz,0,0,0,11293,200,2,4,264,-76.86714172,38.81084061
29889,KANP,Lee,Annapolis,None,0,0,0,2304,45,1,3,30,-76.56806946,38.94280624
29890,KBWI,Baltimore-Washington Intl,Baltimore,119.400Mhz,0,0,0,10506,146,3,4,133,-76.66503143,39.17642975
29891,KESN,Easton/Newnam,Easton,118.525Mhz,0,0,0,5507,143,2,4,48,-76.06934357,38.80422592
29892,KFME,Tipton,Fort Meade,None,0,0,0,2987,69,1,3,132,-76.75946045,39.08534241
29893,KMTN,Martin State,Baltimore,121.300Mhz,0,0,0,6985,173,1,4,15,-76.41377258,39.32567215
29894,MD11,Wright Field,Chestertown,None,0,0,0,2437,23,1,1,80,-76.06272125,39.27735138
29895,MD19,Hybarc Farm,Chestertown,None,0,0,0,2452,57,1,0,50,-76.02574921,39.20333862
29896,MD22,Deale,Deale,None,0,0,0,2600,84,1,1,15,-76.56495667,38.78372955
29897,MD23,Kennersley,Church Hill,None,0,0,0,2488,38,1,1,30,-76.04029083,39.1448555
29898,MD28,Ewing,Easton,None,0,0,0,2841,55,1,1,50,-75.99185181,38.80796051
29899,MD43,Mountain Road,Lakeshore,None,0,0,0,1965,60,1,1,70,-76.49674225,39.11846924
29900,MD59,Silver Hill,Chestertown,None,0,0,0,1534,41,1,3,18,-76.09241486,39.13856888
29901,MD62,Church Hill,Church Hill,None,0,0,0,2763,33,1,1,58,-76.00146484,39.12529373
29902,MD63,Cromwell Farm,Chestertown,None,0,0,0,2660,114,1,1,65,-76.01013947,39.27471161
29903,MD64,Stewart,St Michaels,None,0,0,0,2711,73,1,1,10,-76.27249908,38.79953384
29904,MD69,Harris,Still Pond,None,0,0,0,1965,55,1,1,80,-76.08555603,39.3289566
29905,MD90,Martin,St Michaels,None,0,0,0,504,55,1,3,8,-76.25547791,38.80080414
29906,MD91,Saxon Farms,Church Hill,None,0,0,0,3185,66,2,1,70,-76.0187149,39.15225601
29907,W00,Freeway,Mitchellville,None,0,0,0,2385,41,1,3,168,-76.77240753,38.94139481
29908,W18,Suburban,Laurel,None,0,0,0,2229,33,1,3,141,-76.82803345,39.07686234
29909,W29,Bay Bridge,Stevensville,None,0,0,0,2689,54,1,3,10,-76.3299408,38.97646713
29910,W48,Essex Skypark,Baltimore,None,0,0,0,2081,30,1,3,9,-76.43212891,39.2624321
29911,KFAO,Baltimore Highlands Airport,Baltimore Highlands,None,1,0,0,159,22,1,1,7,-76.63066101,39.23289871
29912,00MD,Slater Fld,Federalsburg,None,0,0,0,1692,25,1,3,45,-75.75283813,38.75619888
29913,0MD1,Taylor Field,Sudlersville,None,0,0,0,3011,44,1,3,75,-75.79254913,39.18733978
29914,0N4,Chandelle Estates,Dover,None,0,0,0,2507,36,1,3,22,-75.485466,39.20231247
29915,0N6,Henderson Aviation,Felton,None,0,0,0,2043,78,1,3,50,-75.53401184,39.01294708
29916,15N,Jenkins,Wyoming,None,0,0,0,2670,46,2,3,44,-75.58460236,39.11785126
29917,2DE2,Willaview,Farmington,None,0,0,0,2073,61,1,3,63,-75.57150269,38.85461807
29918,33N,Delaware Airpark,Dover-Cheswold,None,0,0,0,4205,75,2,4,47,-75.59859467,39.21852493
29919,38N,Smyrna,Smyrna,None,0,0,0,2585,130,1,3,18,-75.58391571,39.30368042
29920,5MD0,Marble Head Farm,Ridgely,None,0,0,0,3200,67,1,3,58,-75.86854553,38.97067642
29921,6MD2,Spring Landing,Crumpton,None,0,0,0,2960,50,1,1,29,-75.88399506,39.24568176
29922,6MD7,d'Angelo,Golts,None,0,0,0,781,41,1,0,82,-75.76503754,39.33915329
29923,7MD1,Magennis Farm,Federalsburg,None,0,0,0,2574,59,1,1,40,-75.85054779,38.70390701
29924,7NJ9,Dave's Aerodrome,Cedarville,None,0,0,0,2341,78,1,0,8,-75.20656586,39.31795883
29925,8MD4,Spiering,Greensboro,None,0,0,0,2264,39,2,1,55,-75.7776413,38.98096085
29926,9NJ6,Halka Nurseries,Fairton,None,0,0,0,2211,64,1,0,10,-75.26799774,39.36639404
29927,D74,Chorman,Farmington,None,0,0,0,3521,35,1,3,66,-75.61270905,38.84947968
29928,DE00,Doyle's,Felton,None,0,0,0,1714,44,1,0,51,-75.57772064,39.02113724
29929,DE07,Flying C,Hartly,None,0,0,0,1850,101,1,0,61,-75.69158173,39.14453506
29930,DE09,Johnsons,Magnolia,None,0,0,0,2134,118,1,1,43,-75.48847198,39.06723785
29931,DE14,Huey,Bridgeville,None,0,0,0,2124,82,1,0,45,-75.53450012,38.74396133
29932,DE17,Sugar Hill,Greenwood,None,0,0,0,2219,94,1,1,45,-75.58273315,38.77759171
29933,DE19,Duffy's,Townsend,None,0,0,0,2642,90,1,0,69,-75.74200439,39.32413864
29934,DE20,Spirit Airpark,Townsend,None,0,0,0,3610,61,1,1,80,-75.74201202,39.37010574
